Dstat 0.7.0 CSV output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,,,,,,,,,,,,,,,,
Host:,server.local,,,,User:,root,,,,,,,,,,,,,,,,,,,,,,,,
Cmdline:,dstat -Tcdilmnprsy --proc-count --output /tmp/dstat_Tcdilmnprsy_proc_server.local_20180317_214611.csv 1 86400,,,,Date:,17 Mar 2018 21:46:11 GMT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch,total cpu usage,,,,,,dsk/total,,interrupts,,,load avg,,,memory usage,,,,net/total,,procs,,,io/total,,swap,,system,,procs
1521324397.489,33.377,9.299,51.093,3.361,0,2.871,274432,51755520,2445,2424,2302,35.55,26.32,24,16679493632,7503872,245372985344,8732102656,438084530,360616372,11,1,23,11,470,0,34357637120,114306,202260,1545
1521324398.489,33.008,9.733,54.069,0.163,0,3.027,0,211968,2216,2135,2247,35.55,26.32,24,16647057408,7512064,245701054464,8436461568,404584930,353817052,16,0,10,0,31,0,34357637120,108196,185147,1543
1521324399.489,35.248,12.304,48.727,0.392,0.033,3.296,65536,43639296,2766,2766,2643,35.55,26.32,24,16902094848,7512064,246029733888,7852744704,419297746,464023498,22,4,7,2,419,0,34357637120,126648,193146,1545
1521324400.489,36.428,9.511,48.204,2.815,0,3.041,53248,32642048,2918,3040,2816,33.9,26.13,23.96,16577925120,7512064,246308098048,7898550272,385548522,438554460,19,5,0,7,1589,0,34357637120,130470,204424,1505
1521324401.489,33.149,9.248,51.612,3.419,0,2.572,49152,2401792,3594,3298,3086,33.9,26.13,23.96,16572760064,7512064,246792433664,7419379712,376618192,573864001,19,0,16,5,233,0,34357637120,142738,192153,1505
1521324402.489,31.605,8.104,58.12,0,0.032,2.139,45056,124989440,2022,1499,1397,33.9,26.13,23.96,16576356352,7512064,247030501376,7177715712,271219505,285178527,12,0,7,3,865,0,34357637120,90685,143037,1506
1521324403.489,30.261,6.983,59.598,2.296,0,0.861,15810560,9466880,947,776,596,33.9,26.13,23.96,16681062400,7512064,247104659456,6998851584,93512767,35095559,11,1,32,366,73,0,34357637120,56022,126850,1522
1521324404.489,31.674,16.682,50.955,0.407,0,0.282,532480,16555008,311,327,252,33.9,26.13,23.96,16199815168,7520256,245598670848,8986079232,13987943,10306890,16,0,32,9,149,0,34357637120,33235,38953,1514
1521324405.489,36.287,11.97,50.173,1.162,0,0.408,4096,53703680,632,720,506,32.55,25.98,23.92,16008667136,7520256,244087910400,10687987712,21434986,11767704,39,0,48,1,715,0,34357637120,47544,76986,1530
1521324406.489,57.412,9.579,28.266,2.764,0,1.979,252116992,14023168,1779,1791,1201,32.55,25.98,23.92,16214568960,7520256,244404563968,10165432320,144239847,193445166,53,5,48,1060,103,0,34357637120,93737,101882,1538
1521324407.489,42.614,6.124,43.624,6.534,0,1.105,665157632,1101312,1263,1240,1078,32.55,25.98,23.92,16552878080,7524352,245063979008,9167704064,42375697,32675499,26,4,32,2835,50,0,34357637120,72244,96159,1553
1521324408.489,39.937,11.087,34.614,12.913,0,1.449,390152192,113253376,1673,1811,1388,32.55,25.98,23.92,16081850368,7524352,245472268288,9230442496,36119774,39256167,17,4,32,1939,999,0,34357637120,91867,169499,1513
1521324409.489,35.967,4.327,47.068,12.135,0,0.502,387600384,9975808,657,681,576,32.55,25.98,23.92,15604211712,7532544,245839171584,9341169664,12566380,14634543,10,6,32,1956,154,0,34357637120,45099,64011,1497
1521324410.489,43.642,10.141,36.546,7.755,0,1.915,207982592,65293824,1916,1992,1437,31.78,25.93,23.91,15853281280,7532544,246037831680,8893440000,118717063,143890580,10,6,48,1411,350,0,34357637120,93148,127947,1521
1521324411.489,25.833,2.294,63.828,7.794,0,0.251,105070592,24969728,417,467,286,31.78,25.93,23.91,15942107136,7532544,246150090752,8692355072,51697364,28076656,13,8,48,1132,145,0,34357637120,30800,57016,1537
1521324412.489,41.001,13.593,35.935,8.15,0,1.322,75309056,53377536,2100,2168,1579,31.78,25.93,23.91,16536662016,7532544,246233538560,8014352384,64537531,53519400,33,6,32,890,330,0,34357637120,94979,211292,1545
1521324413.489,43.051,12.571,36.039,6.286,0,2.053,46063616,63966720,2617,2994,2175,31.78,25.93,23.91,16477282304,7532544,246337716224,7969554432,127801382,133701643,27,3,32,563,516,0,34357637120,120558,225495,1553
1521324414.489,34.578,9.554,51.566,2.847,0,1.455,10665984,18903040,2306,2297,1827,31.78,25.93,23.91,16075751424,7532544,246355308544,8353492992,42362493,22257543,9,0,48,178,137,0,34357637120,94921,203891,1529
1521324415.489,45.643,10.381,43.347,0.126,0,0.503,102400,21805056,769,999,668,29.88,25.63,23.83,15951101952,7540736,246370377728,8463065088,34123672,23944685,17,0,32,9,257,0,34357637120,57440,97331,1505
1521324416.489,36.194,5.838,56.327,0.316,0,1.325,4096,24712704,1990,1536,1138,29.88,25.63,23.83,15710945280,7540736,246378868736,8694730752,137727561,191726950,8,0,48,1,1103,0,34357637120,78638,107668,1505
1521324417.489,37.162,5.727,56.262,0,0,0.85,0,5487104,1228,1139,935,29.88,25.63,23.83,15773667328,7540736,246380969984,8629907456,39972905,32228603,14,0,32,0,224,0,34357637120,59788,103019,1505
1521324418.489,49.89,11.491,36.829,0.408,0,1.381,13041664,22285312,1890,1832,1519,29.88,25.63,23.83,15921254400,7540736,246398328832,8464961536,16853267,15340783,26,1,91,97,406,0,34357637120,90911,133455,1496
1521324419.489,52.008,13.342,27.885,5.027,0.032,1.707,83513344,22084608,2340,2317,1739,29.88,25.63,23.83,16521424896,7540736,246496292864,7766827008,58751071,64859421,18,8,53,928,156,0,34357637120,108455,231560,1523
1521324420.489,43.539,12.575,37.694,4.803,0,1.39,106156032,79366656,2065,2174,1604,30.29,25.79,23.89,16663711744,7540736,246612832256,7508000768,46646368,36316200,22,12,32,1040,804,0,34357637120,95940,214248,1537
1521324421.489,28.301,6.681,57.517,6.524,0,0.977,168402944,69992448,1342,1890,923,30.29,25.79,23.89,15847776256,7548928,246793248768,8143511552,109285984,67353362,14,6,16,1706,396,0,34357637120,61292,106451,1481
1521324422.489,37.5,7.82,45.634,7.695,0,1.351,116404224,70432768,924,919,526,30.29,25.79,23.89,15381753856,7548928,246916796416,8485986304,183762259,225631936,11,1,48,1317,371,0,34357637120,55458,41647,1489
1521324423.489,29.635,3.708,66.122,0.157,0,0.377,1257472,32872960,535,567,480,30.29,25.79,23.89,15538212864,7548928,246905913344,8340410368,44760718,36349324,10,0,304,24,597,0,34357637120,37316,44633,1641
1521324424.489,38.931,18.742,40.723,0.346,0,1.258,12288,79499264,1488,1597,1311,30.29,25.79,23.89,18017832960,7548928,246909870080,5856833536,21938935,14412828,25,0,1748,3,713,0,34357637120,83678,136566,2537
1521324425.489,44.64,11.883,42.157,0.031,0,1.289,0,30040576,712,1596,589,29.79,25.76,23.89,18498609152,7548928,247037915136,5248012288,257084542,155193091,18,0,445,0,546,0,34357637120,66394,109761,2707
1521324426.489,40.549,15.336,42.569,0.284,0,1.262,241664,14699008,1758,1448,1273,29.79,25.76,23.89,19410251776,7548928,247043682304,4330602496,43271769,76336360,37,1,271,12,1288,0,34357637120,82459,190906,2833
1521324427.489,55.372,18.595,21.011,1.113,0,3.91,3604480,21206016,4182,4171,3362,29.79,25.76,23.89,19782512640,7557120,247068151808,3933863936,102777403,96525375,30,0,34,98,418,0,34357637120,178072,378099,2804
1521324428.489,37.793,8.571,50.854,0.664,0,2.119,458752,25830912,2319,2198,1712,29.79,25.76,23.89,19085541376,7557120,247075835904,4623151104,139942871,157369731,12,0,46,13,479,0,34357637120,103468,160267,2729
1521324429.488,49.811,13.075,35.035,0.347,0,1.733,3014656,50509312,1499,1456,1028,29.79,25.76,23.89,21758730240,7557120,247081353216,1944444928,211789322,25580196,75,0,142,52,556,0,34357637120,87493,126293,2785
1521324430.489,52.834,38.115,7.955,0.063,0,1.034,172032,26264576,530,608,503,34.13,26.72,24.21,25515442176,7544832,244399968256,869130240,126605426,17407901,23,0,95,7,1458,0,34357637120,74725,74619,2801
1521324431.489,41.013,16.646,39.652,1.614,0,1.076,0,2867712,1693,1699,1211,34.13,26.72,24.21,26134343680,7528448,243883307008,766906368,30773939,50800755,8,0,0,0,156,0,34357637120,90170,228597,2785
1521324432.489,36.205,6.525,55.464,0.032,0,1.774,0,2052608,1719,1790,1354,34.13,26.72,24.21,26049683456,7528448,243902214144,832659456,131422233,180662249,9,0,48,0,82,0,34357637120,86062,158148,2769
1521324433.489,28.064,3.048,68.573,0,0,0.314,0,3435008,363,505,339,34.13,26.72,24.21,25646571520,7536640,243902676992,1235300352,25457483,13510380,14,0,48,0,148,0,34357637120,38082,70131,2698
1521324434.489,37.776,10.176,50.347,0.315,0,1.386,2355200,14431744,1849,1818,1467,34.13,26.72,24.21,25624502272,7536640,243816579072,1343467520,41951582,58318587,27,0,80,78,332,0,34357637120,89560,199515,2617
1521324435.489,36.613,17.638,41.038,2.706,0,2.006,3014656,93096960,1853,2114,1695,33.32,26.68,24.21,23651819520,7536640,243825414144,3307315200,38949501,37477464,40,0,16,55,1792,0,34357637120,106325,232524,1836
1521324436.489,36.464,10.054,50.394,1.986,0.032,1.072,667648,35317248,1142,1121,703,33.32,26.68,24.21,23235706880,7536640,243832713216,3716128768,73985684,32417868,24,0,32,11,704,0,34357637120,69308,151538,1697
1521324437.489,38.023,4.753,55.556,0.031,0,1.637,360448,14267904,1327,1418,895,33.32,26.68,24.21,23037046784,7536640,243840217088,3907284992,143708771,182308371,11,0,114,12,260,0,34357637120,69578,74434,1739
1521324438.489,27.358,2.987,69.371,0,0,0.283,0,1615360,361,457,314,33.32,26.68,24.21,23062626304,7536640,243842043904,3879878656,20938732,11202815,8,0,94,0,53,0,34357637120,32690,59314,1769
1521324439.489,35.992,13.082,47.926,1.117,0,1.883,24420352,202317312,2666,2714,2171,33.32,26.68,24.21,23177072640,7544832,243904241664,3703226368,240554918,303187058,19,0,16,287,7648,0,34357637120,109783,260202,1737
1521324440.489,37.155,12.29,47.475,1.429,0,1.651,258048,112778240,2350,2748,2123,32.33,26.58,24.19,23441113088,7544832,243925897216,3417530368,115881685,35781408,39,2,0,8,3027,0,34357637120,104427,264010,1721
1521324441.489,31.085,6.109,61.215,0.7,0.032,0.859,2859008,8888832,1314,1075,1078,32.33,26.58,24.19,23113633792,7544832,243931308032,3739598848,21733615,29302999,9,0,16,76,134,0,34357637120,64052,172459,1689
1521324442.489,31.534,10.859,56.566,0,0,1.042,0,2338816,1550,1504,1240,32.33,26.58,24.19,16875065344,7544832,243931758592,9977716736,14215968,13753268,25,0,16,0,167,0,34357637120,73046,150684,1633
1521324443.489,39.308,11.069,48.208,0,0,1.415,0,1392128,2156,2127,1801,32.33,26.58,24.19,16840273920,7544832,243932733440,10011533312,20580584,16919293,8,0,32,0,76,0,34357637120,94809,215365,1641
1521324444.489,38.573,7.953,51.336,0.031,0,2.106,0,3752960,1764,1876,1308,32.33,26.58,24.19,16173785088,7544832,243932819456,10677936128,165616388,154674119,38,0,32,0,193,0,34357637120,88341,87789,1641
1521324445.489,31.924,17.823,46.782,2.145,0.032,1.293,8192,124364800,2134,2039,1768,31.1,26.43,24.15,16380878848,7553024,243934191616,10469462016,33202816,27914379,9,9,17,2,2495,0,34357637120,97795,172843,1649
1521324446.489,28.49,5.358,47.873,17.365,0,0.914,20480,216376832,1220,1144,1171,31.1,26.43,24.15,16316739584,7553024,243895672832,10572120064,14124983,12298690,16,5,16,5,4121,0,34357637120,63240,121659,1641
1521324447.489,25.762,1.288,57.933,14.829,0,0.189,4096,155042816,262,282,203,31.1,26.43,24.15,16220114944,7553024,243874447360,10689970176,6355588,4575349,9,18,16,1,2855,0,34357637120,26832,31158,1633
1521324448.489,38.924,8.118,38.389,13.688,0,0.881,65536,155404800,740,525,878,31.1,26.43,24.15,17723830272,7553024,243867193344,9193508864,221676858,10084704,64,1,0,8,2625,0,34357637120,56901,88908,1632
1521324449.489,67.231,21.229,10.16,0.69,0,0.69,36864,43393536,595,452,227,31.1,26.43,24.15,22995079168,7553024,243842842624,3946610688,108059757,17036515,31,0,112,9,835,0,34357637120,61318,66561,1665
1521324450.489,35.714,6.795,54.772,1.296,0,1.422,4096,11879424,2183,1288,908,29.33,26.14,24.07,22694166528,7553024,243844132864,4246233088,122855412,191495353,11,0,48,1,1145,0,34357637120,68328,99673,1625
1521324451.489,32.493,10.432,54.743,1.261,0,1.072,7536640,7073792,1540,1603,1241,29.33,26.14,24.07,22958440448,7561216,243851735040,3974348800,40387630,25680750,10,0,16,152,180,0,34357637120,74676,180914,1619
1521324452.489,34.386,6.347,58.352,0,0,0.916,0,6727680,1026,1281,928,29.33,26.14,24.07,22721658880,7561216,243855458304,4207407104,26269528,40795764,17,0,48,0,194,0,34357637120,65341,155072,1601
1521324453.489,37.753,5.777,55.713,0.063,0,0.694,32768,6080512,1133,987,861,29.33,26.14,24.07,22590738432,7561216,243857338368,4336447488,22380492,29155107,11,0,35,3,294,0,34357637120,56477,129774,1596
1521324454.489,31.727,6.868,60.334,0.158,0.032,0.882,262144,62192128,1301,1267,985,29.33,26.14,24.07,22777524224,7561216,243869028352,4137971712,18537678,23071459,20,3,125,6,632,0,34357637120,67322,183281,1643
1521324455.489,45.852,14.155,37.492,0.38,0,2.122,262144,6219776,2438,2276,1794,28.34,25.98,24.03,23480754176,7561216,243870109696,3433660416,138175775,156212756,17,0,75,5,259,0,34357637120,112513,202878,1663
1521324456.489,29.631,3.503,64.374,1.925,0,0.568,24576,9430528,936,1247,1061,28.34,25.98,24.03,23335284736,7561216,243880607744,3568631808,14542144,12900557,9,3,38,3,1150,0,34357637120,59084,134660,1665
1521324457.489,44.028,10.61,42.09,1.429,0,1.842,4259840,20445184,2553,2307,2199,28.34,25.98,24.03,23373127680,7569408,243868176384,3543212032,46936436,51352883,14,0,24,69,549,0,34357637120,117756,275791,1633
1521324458.489,31.185,6.665,61.522,0,0,0.629,4096,8664064,1018,862,776,28.34,25.98,24.03,22557597696,7569408,243871485952,4355432448,22471796,22450294,21,0,16,1,317,0,34357637120,56551,139755,1569
1521324459.489,32.59,4.714,62.194,0.031,0,0.471,12288,49371648,791,817,746,28.34,25.98,24.03,22668750848,7569408,243863465984,4252299264,15267476,12405535,20,0,96,3,805,0,34357637120,53096,108414,1609
1521324460.489,33.533,5.084,57.973,1.958,0,1.452,20480,30305280,1460,1465,1103,27.27,25.8,23.98,22657347584,7569408,243863990272,4263178240,133340560,188062590,15,0,16,5,1648,0,34357637120,75317,114907,1601
1521324461.489,32.712,14.872,49.826,1.137,0,1.452,8192,6697984,2353,2218,1930,27.27,25.8,23.98,18304995328,7569408,243866681344,8612839424,33349817,26649571,19,0,41,2,476,0,34357637120,102782,224868,1598
1521324462.489,39.583,14.457,44.287,0.032,0,1.641,1179648,18198016,2401,2365,1914,27.27,25.8,23.98,15123701760,7569408,243862261760,11798552576,41240290,32566212,17,0,55,40,629,0,34357637120,104050,218036,1513
1521324463.489,30.075,6.568,62.854,0.031,0,0.471,4096,1500672,759,737,659,27.27,25.8,23.98,15173644288,7577600,243855609856,11755253760,18658777,11112013,9,0,48,1,65,0,34357637120,48064,95407,1521
1521324464.489,37.15,7.204,54.294,0.094,0,1.258,557056,39901184,1302,1313,906,27.27,25.8,23.98,14984351744,7577600,243856695296,11943460864,106062602,166965003,9,0,64,6,1219,0,34357637120,67552,114543,1513
1521324465.489,28.142,1.191,65.873,4.481,0,0.313,77824,108956160,343,314,310,26.53,25.67,23.95,15053312000,7577600,243851456512,11879739392,36723595,44839007,8,1,80,11,1292,0,34357637120,29064,24147,1553
1521324466.489,31.238,12.792,53.98,0.758,0,1.232,1785856,3122688,1767,1679,1387,26.53,25.67,23.95,15408160768,7577600,243845890048,11530457088,54385511,37249617,7,0,16,31,90,0,34357637120,85962,203984,1537
1521324467.488,29.214,6.792,63.05,0.094,0,0.849,770048,2369536,1283,1215,989,26.53,25.67,23.95,15438598144,7577600,243822006272,11523903488,20623191,15721032,13,1,63,28,77,0,34357637120,59537,118766,1553
1521324468.489,39.692,13.566,45.231,0.063,0,1.448,110592,8486912,1947,2226,1768,26.53,25.67,23.95,15652265984,7585792,243823235072,11308998656,38576487,32122027,19,0,33,5,171,0,34357637120,98750,195939,1561
1521324469.489,37.508,11.926,49.15,0.189,0,1.227,13672448,3958784,1882,1809,1516,26.53,25.67,23.95,15049592832,7585792,243840438272,11894468608,20937608,17476979,16,0,96,67,184,0,34357637120,84426,197109,1537
1521324470.489,37.748,6.213,53.895,0.158,0,1.987,1605632,34104832,1890,1850,1492,25.21,25.41,23.88,15120683008,7585792,243843252224,11820564480,132261246,188689842,9,0,64,13,756,0,34357637120,88330,119670,1561
1521324471.489,32.724,9.764,56,0.22,0,1.291,282624,26818048,1790,1777,1517,25.21,25.41,23.88,15023284224,7585792,243843686400,11917529088,30108187,21853902,9,0,16,16,443,0,34357637120,81318,178559,1545
1521324472.489,36.035,5.844,56.048,1.445,0,0.628,9273344,8657920,1018,965,772,25.21,25.41,23.88,15213830144,7585792,243839561728,11731107840,25970565,24224388,9,0,80,118,107,0,34357637120,53311,113355,1577
1521324473.489,27.618,6.897,64.859,0.063,0.031,0.533,593920,17305088,828,809,638,25.21,25.41,23.88,15287828480,7593984,243831836672,11664826368,11796728,9831309,14,0,64,11,336,0,34357637120,44639,84575,1593
1521324474.489,38.457,17.584,42.663,0,0,1.297,0,3219968,1997,2039,1611,25.21,25.41,23.88,15097221120,7593984,243836866560,11850403840,48283856,41393623,9,0,64,0,214,0,34357637120,94724,212284,1569
1521324475.489,33.7,4.621,60.39,0,0,1.289,0,3660800,1358,1313,922,24.23,25.2,23.82,15094484992,7593984,243838439424,11851567104,126328638,195359220,30,0,64,0,185,0,34357637120,65558,69492,1585
1521324476.489,32.229,9.028,57.197,0.284,0,1.263,1261568,5138432,2023,2124,1840,24.23,25.2,23.82,15192694784,7593984,243839815680,11751981056,22887059,21672482,15,0,48,27,134,0,34357637120,88744,181228,1601
1521324477.489,66.197,17.638,14.38,0,0,1.786,0,2529792,1096,1365,1281,24.23,25.2,23.82,20242784256,7593984,243851317248,6690390016,302010497,19437790,119,0,16,0,186,0,34357637120,90372,90910,1593
1521324478.489,53.762,15.768,29.498,0.031,0,0.94,86016,6857216,1098,859,775,24.23,25.2,23.82,21179936768,7593984,243856740352,5747814400,16913139,77271317,9,0,0,14,428,0,34357637120,72098,125885,1577
1521324479.488,28.166,1.922,69.597,0.032,0,0.284,0,2068480,543,737,378,24.23,25.2,23.82,21116915712,7602176,243857010688,5810556928,8157063,25253874,9,0,32,0,141,0,34357637120,35281,71365,1585
1521324480.489,30.38,2.356,67.075,0,0,0.189,0,71037440,356,562,627,22.93,24.92,23.73,21180325888,7602176,243868700672,5735456768,6587462,14315010,11,0,32,0,488,0,34357637120,38248,67342,1601
1521324481.489,33.848,3.463,60.705,0.661,0,1.322,4096,53565952,1427,1112,827,22.93,24.92,23.73,21331271680,7602176,243868700672,5584510976,118103761,184032273,9,0,16,1,597,0,34357637120,65755,84798,1609
1521324482.489,26.939,1.224,71.617,0,0,0.22,0,6618112,364,567,164,22.93,24.92,23.73,21204381696,7602176,243877863424,5702238208,19685612,30181922,18,0,27,0,298,0,34357637120,30177,43090,1615
1521324483.489,34.207,7.517,57.581,0.032,0,0.663,229376,3365888,1141,1266,921,22.93,24.92,23.73,22113910784,7602176,243859881984,4810690560,25966455,31931119,18,0,569,7,160,0,34357637120,62622,136472,1901
1521324484.489,37.303,9.357,52.583,0.158,0,0.599,1085440,23046656,882,1033,884,22.93,24.92,23.73,23165272064,7602176,243839696896,3779514368,16839766,17304809,31,0,938,25,262,0,34357637120,63454,145322,2374
1521324485.489,39.937,11.209,48.446,0,0,0.408,16384,8078336,688,498,429,22.05,24.7,23.67,24489881600,7610368,243831877632,2462715904,13179145,13579886,9,0,988,4,290,0,34357637120,52599,97429,2831
1521324486.489,35.363,4.732,56.593,1.861,0,1.451,73728,19961344,1376,1101,735,22.05,24.7,23.67,24892456960,7610368,243820290048,2071728128,128150451,186334247,29,2,214,9,1384,0,34357637120,74189,91699,2937
1521324487.489,34.585,8.52,52.256,3.724,0,0.915,112803840,1080320,1017,1010,1027,22.05,24.7,23.67,25428643840,7610368,243971641344,1384189952,40613179,32052044,28,8,64,605,96,0,34357637120,64694,142312,2969
1521324488.489,47.737,21.797,19.184,7.935,0,3.346,597237760,11594752,3497,3437,3041,22.05,24.7,23.67,26665869312,7553024,243469869056,648794112,66566329,56165483,57,7,32,2900,93,0,34357637120,162270,336833,2985
1521324489.489,52.952,14.698,27.556,2,0,2.794,241688576,46452736,2702,2409,1826,22.05,24.7,23.67,25871785984,7233536,241627889664,3285176320,101380279,80297872,112,0,32,1292,309,0,34357637120,131000,244881,2993
1521324490.489,49.874,14.849,32.03,0.158,0,3.09,18554880,41775104,3051,2766,2481,22.69,24.79,23.7,18818686976,7208960,241286115328,10680074240,101112327,119419606,11,1,56,118,1390,0,34357637120,140981,157271,2705
1521324491.489,72.83,17.831,6.644,0.909,0,1.786,8192,20997120,1291,1765,480,22.69,24.79,23.7,23857778688,7217152,241302847488,5624242176,339359124,20252647,82,1,32,2,1766,0,34357637120,91277,88806,2707
1521324492.489,67.139,16.982,11.878,1.071,0,2.93,4096,54019584,2228,2410,1279,22.69,24.79,23.7,24971796480,7217152,241351200768,4461871104,220926204,395169567,52,3,128,1,1607,0,34357637120,118383,105697,2761
1521324493.489,40.285,8.748,49.445,0.412,0,1.109,0,76303872,954,1055,790,22.69,24.79,23.7,25232351232,7217152,241412800512,4139716608,154262785,107323798,7,0,240,0,597,0,34357637120,65056,120270,2881
1521324494.489,35.936,9.829,50.063,2.75,0,1.422,280043520,8366592,1799,1767,1509,22.69,24.79,23.7,24647213056,7217152,241755770880,4381884416,40914068,33890242,55,8,0,1254,84,0,34357637120,91693,192567,2644
1521324495.489,47.517,14.616,27.808,7.656,0.032,2.373,481796096,27288576,2397,2601,2042,23.04,24.83,23.72,23962808320,7217152,242181431296,4640628736,39717397,70885538,15,8,0,2302,244,0,34357637120,126806,255741,2282
1521324496.489,36.094,14.654,36.317,10.8,0,2.134,92135424,125154816,2427,3050,1859,23.04,24.83,23.72,22741999616,7217152,242268221440,5774647296,104497244,97589526,30,5,0,1028,839,0,34357637120,121217,268754,1841
1521324497.489,41.063,11.484,39.481,5.916,0,2.056,50032640,182215680,2282,2519,1606,23.04,24.83,23.72,22053560320,7225344,242347511808,6383788032,196911558,178346841,13,5,16,626,1707,0,34357637120,102426,209291,1745
1521324498.489,37.773,6.264,50.522,3.638,0,1.803,14159872,101107712,1954,1617,1023,23.04,24.83,23.72,22289752064,7225344,242367062016,6128046080,167404389,261783171,8,0,160,194,576,0,34357637120,77035,104605,1817
1521324499.489,31.519,4.304,63.576,0.032,0,0.57,0,5947392,709,1013,716,23.04,24.83,23.72,22280167424,7225344,242368942080,6135750656,29800296,37016473,10,0,95,0,334,0,34357637120,51264,108300,1857
1521324500.489,35.85,9.065,53.79,0.126,0,1.169,4128768,846848,1513,1837,1444,21.91,24.57,23.64,22729924608,7225344,242386837504,5668098048,55652820,60259412,32,0,129,35,34,0,34357637120,79480,171807,1921
1521324501.489,42.169,11.414,43.247,0.983,0,2.188,49152,88515584,2518,2568,1804,21.91,24.57,23.64,22914170880,7225344,242412044288,5458644992,130843657,120190085,24,0,16,5,877,0,34357637120,112151,248744,1889
1521324502.489,37.48,14.795,45.116,0.541,0,2.068,2555904,35147776,2331,2242,1742,21.91,24.57,23.64,22819540992,7225344,242439630848,5525688320,77965893,75444186,29,0,48,63,590,0,34357637120,107795,287121,1849
1521324503.489,37.378,8.815,52.385,0.032,0.032,1.359,0,11303424,1190,1205,1239,21.91,24.57,23.64,22349524992,7233536,242450452480,5984874496,59818655,62189130,36,0,128,0,508,0,34357637120,78025,153394,1825
1521324504.489,73.884,15.713,6.6,0,0,3.803,0,55205376,3511,3823,2706,21.91,24.57,23.64,20844539904,7233536,242494283776,7446028288,245190385,186993719,51,0,61,0,563,0,34357637120,171160,155850,1825
1521324505.489,61.848,18.416,15.839,0.157,0,3.74,2195456,41686016,3957,4125,3197,26.8,25.54,23.96,18737410048,7233536,242535325696,9512116224,108770268,94367023,42,0,163,66,412,0,34357637120,178702,219296,1871
1521324506.489,34.21,13.811,48.559,1.774,0,1.647,86016,67966976,2275,2152,1874,26.8,25.54,23.96,16312496128,7233536,242542694400,11929661440,32967125,28479751,9,4,48,6,946,0,34357637120,99637,227446,1705
1521324507.489,36.91,12.807,46.381,2.266,0.031,1.605,315392,43968000,1588,1731,1127,26.8,25.54,23.96,16108703744,7233536,242559950848,12116197376,117615305,106087991,75,1,112,21,1149,0,34357637120,82452,139972,1681
1521324508.489,61.649,11.696,23.801,0.345,0,2.509,139264,15929344,2426,1967,2105,26.8,25.54,23.96,18956804096,7233536,242576453632,9251594240,379229658,127397783,93,0,16,4,209,0,34357637120,103786,92800,1687
1521324509.489,58.676,23.91,16.003,0.094,0,1.318,954368,14014976,1276,1139,906,26.8,25.54,23.96,22555602944,7241728,242569494528,5659746304,98857355,73497404,40,0,272,29,414,0,34357637120,83865,105736,1761
1521324510.489,39.444,9.008,50,0.032,0,1.517,0,4458496,1302,1665,655,26.18,25.43,23.93,22898089984,7241728,242572582912,5314170880,154366123,248531148,19,0,16,0,191,0,34357637120,67921,100078,1769
1521324511.489,35.454,9.75,52.865,0.412,0,1.519,14950400,11964928,1737,1507,1436,26.18,25.43,23.93,23509098496,7241728,242586193920,4689551360,200122730,86943796,25,0,86,142,180,0,34357637120,79874,143491,1813
1521324512.489,41.707,18.792,36.114,0.224,0,3.164,495616,17495552,3409,3604,2956,26.18,25.43,23.93,23054032896,7241728,242589659136,5141151744,67121759,59761865,22,0,26,17,503,0,34357637120,150207,360532,1730
1521324513.489,40.095,8.998,49.285,0.286,0,1.335,4476928,18487808,1694,1655,1407,26.18,25.43,23.93,23045468160,7241728,242594107392,5145268224,36845755,30062685,13,0,32,110,264,0,34357637120,85896,193847,1721
1521324514.489,30.675,5.265,63.209,0,0,0.851,0,6710272,1203,1061,932,26.18,25.43,23.93,22725963776,7241728,242596696064,5462183936,17837854,13295623,11,0,48,0,352,0,34357637120,57661,133710,1708
1521324515.489,41.598,10.771,46.431,0.126,0,1.074,2129920,6813184,1216,1214,1132,24.8,25.15,23.85,23484923904,7249920,242603577344,4696334336,47883427,22728579,22,0,201,18,320,0,34357637120,72146,165642,1783
1521324516.489,38.814,6.627,52.698,0.063,0,1.799,106496,26226688,1570,1457,1091,24.8,25.15,23.85,23903457280,7249920,242573512704,4307865600,141439157,134162270,9,3,103,14,1606,0,34357637120,80207,94054,1833
1521324517.489,27.92,4.875,60.652,6.015,0,0.538,245760,63898112,821,1138,842,24.8,25.15,23.85,24088363008,7249920,242573643776,4122828800,11142206,10786248,13,2,56,11,594,0,34357637120,51950,121887,1858
1521324518.489,44.075,11.724,38.34,3.802,0.032,2.028,2666496,61575680,2831,2971,2215,24.8,25.15,23.85,24500314112,7249920,242561736704,3722784768,39773000,38903062,37,1,0,73,888,0,34357637120,127633,257553,1841
1521324519.489,40.161,16.95,38.973,0.931,0,2.986,13238272,64353280,3240,3530,2614,24.8,25.15,23.85,24913707008,7249920,242586886144,3284242432,227081685,203553616,24,0,16,249,2329,0,34357637120,137699,375272,1841
1521324520.489,36.3,13.38,47.855,0.608,0,1.857,49152,217225216,2039,2034,1358,23.7,24.92,23.78,24470974464,7249920,242614792192,3699068928,352222443,355042169,18,1,1,6,9483,0,34357637120,86099,194730,1761
